nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,trunk_lateral_inclination,center_mass_x,center_mass_y,left_knee_angle,right_knee_angle,person_height,center_mass_velocity_x,center_mass_velocity_y,center_mass_acceleration_x,center_mass_acceleration_y,body_orientation,torso_leg_ratio,frame,timestamp
0.5351579785346985,0.5283461809158325,-0.1748461276292801,0.959940493106842,0.5070303082466125,0.5815867781639099,-0.20765721797943115,0.9983395338058472,0.5072407722473145,0.5637579560279846,-0.11116578429937363,0.9918524622917175,0.4640600085258484,0.6660412549972534,-0.03542013466358185,0.9999890327453613,0.4647582173347473,0.6364609003067017,0.03538094833493233,0.9999299049377441,0.4203259348869324,0.6662118434906006,-0.23336350917816162,0.9860549569129944,0.4412063658237457,0.5857033729553223,-0.07248092442750931,0.5089017152786255,0.4209996163845062,0.7727868556976318,-0.14162421226501465,0.8858572244644165,0.4527896046638489,0.6866021156311035,-0.021351225674152374,0.4618188142776489,0.41475480794906616,0.5600690245628357,-0.2523922920227051,0.6439482569694519,0.43867596983909607,0.5924155712127686,-0.10851015150547028,0.18753674626350403,151.46528353246623,0.46440911293029785,0.6512510776519775,50.40262860339471,37.86041611980769,0.24271922417754832,0.0,0.0,0.0,0.0,-89.32367159178283,6.970667259391306,0,1762115127.570678
0.5368432402610779,0.5290888547897339,-0.31259214878082275,0.9609322547912598,0.510789692401886,0.5848644971847534,-0.2960277199745178,0.9984257221221924,0.5079143047332764,0.567206084728241,-0.17869749665260315,0.9920969009399414,0.46776914596557617,0.6727055907249451,-0.03818170726299286,0.9999868869781494,0.4654916822910309,0.6426284313201904,0.03814450278878212,0.9999234676361084,0.41926655173301697,0.664726734161377,-0.25603848695755005,0.9845384955406189,0.43435606360435486,0.590726375579834,-0.09515853226184845,0.49796342849731445,0.4219987392425537,0.772969663143158,-0.13918551802635193,0.8827144503593445,0.4374612271785736,0.6846756339073181,-0.009546037763357162,0.4577828347682953,0.41743582487106323,0.5608727335929871,-0.36865732073783875,0.6646737456321716,0.45852741599082947,0.6339130401611328,-0.10346248000860214,0.17830073833465576,152.37489597026342,0.46663041412830353,0.6576670110225677,41.96946990408682,28.330727951409322,0.3288139929830319,0.03183123842647953,0.09194030284187582,0.4561415357237825,1.317504219324247,-99.24852255689922,14.63230548275302,1,1762115127.6404617
0.5439311265945435,0.5252590775489807,-0.33864134550094604,0.9637322425842285,0.5168731212615967,0.5938014388084412,-0.3022645115852356,0.9985302090644836,0.5079082250595093,0.5580864548683167,-0.17640283703804016,0.9919478893280029,0.4676341116428375,0.6848941445350647,-0.044908829033374786,0.9999871850013733,0.4637845456600189,0.6436522603034973,0.04486381635069847,0.9999145865440369,0.41262006759643555,0.6655787825584412,-0.27213600277900696,0.9849898815155029,0.43553194403648376,0.5904169082641602,-0.05530708283185959,0.48125189542770386,0.39913034439086914,0.7951804995536804,-0.1567029058933258,0.8870404958724976,0.4414865970611572,0.6847019195556641,0.07572327554225922,0.43728747963905334,0.41007882356643677,0.560836136341095,-0.3788609802722931,0.6761336922645569,0.4556427001953125,0.619455873966217,-0.14130662381649017,0.17286241054534912,152.14388646766463,0.4657093286514282,0.664273202419281,46.73207847170342,14.140521365568866,0.38764070204492684,-0.014513309991697691,0.10409208049858935,-0.7302392823519743,0.19147247515003962,-104.0908130455839,12.387132768768844,2,1762115127.7039266
0.5479767322540283,0.5234472751617432,-0.2562127411365509,0.9646767377853394,0.5162968039512634,0.5881576538085938,-0.2650398910045624,0.9985855221748352,0.5194939970970154,0.5619945526123047,-0.15207502245903015,0.9919282793998718,0.4650730490684509,0.6860403418540955,-0.04529517516493797,0.9999861717224121,0.4670625627040863,0.6513795256614685,0.045211099088191986,0.9999045729637146,0.4074249863624573,0.6635951995849609,-0.21627816557884216,0.9843623042106628,0.44633108377456665,0.5814928412437439,-0.04286155849695206,0.45751500129699707,0.3964170813560486,0.7942374348640442,-0.11745421588420868,0.8872935175895691,0.43756240606307983,0.683567225933075,0.03559585288167,0.4174971282482147,0.41018328070640564,0.5497020483016968,-0.3409561216831207,0.6717225313186646,0.4700241982936859,0.6137953996658325,-0.047214023768901825,0.15981425344944,151.03487743655634,0.4660678058862686,0.668709933757782,49.98668759522355,20.02677390234953,0.33155012146624985,0.005646059188217932,0.0698790475510978,0.3175124680863408,-0.5388593479750344,-83.03286359510064,5.240779420557529,3,1762115127.7674181
0.5489762425422668,0.5215288996696472,-0.22849884629249573,0.9673474431037903,0.5080275535583496,0.5733277797698975,-0.25671014189720154,0.9986313581466675,0.5251450538635254,0.5754506587982178,-0.14980794489383698,0.9922888875007629,0.45556640625,0.6853258013725281,-0.04393336549401283,0.9999866485595703,0.4669105112552643,0.6544903516769409,0.04385652765631676,0.999906063079834,0.40736013650894165,0.6551424860954285,-0.21568529307842255,0.9846327900886536,0.4584733843803406,0.5691956281661987,-0.01991344429552555,0.4500613808631897,0.4001089036464691,0.7933188676834106,-0.12654024362564087,0.8927136063575745,0.439300537109375,0.6820977330207825,0.019924430176615715,0.4316612482070923,0.40324482321739197,0.5390784740447998,-0.27803200483322144,0.6765267848968506,0.4617287218570709,0.636182427406311,-0.04780106619000435,0.1519232839345932,149.91010282064568,0.46123845875263214,0.6699080765247345,50.02682780323457,22.028130881408345,0.30681676132314284,-0.07181667659405491,0.017817445966643974,-1.1519396079480448,-0.7742022059085015,7.069613707297484,4.188880430152881,4,1762115127.8346636
0.5494586825370789,0.5200290083885193,0.002235743682831526,0.970237672328949,0.5283525586128235,0.5787457227706909,-0.03208039700984955,0.9987016320228577,0.5134326219558716,0.5412555932998657,0.07295900583267212,0.9930029511451721,0.4646149277687073,0.6844146847724915,-0.04252741485834122,0.9999862909317017,0.458892285823822,0.6391586065292358,0.04227657616138458,0.9999099373817444,0.4223150312900543,0.6133732795715332,-0.22189846634864807,0.9851626753807068,0.4519685208797455,0.5206987857818604,-0.06298716366291046,0.4629041850566864,0.40367427468299866,0.7575131058692932,-0.21429899334907532,0.8981963396072388,0.41523122787475586,0.6382797956466675,-0.10638346523046494,0.450888454914093,0.44373220205307007,0.5971552133560181,-0.13215725123882294,0.6337630748748779,0.44994157552719116,0.5834871530532837,-0.05463000014424324,0.15075470507144928,149.84285474798656,0.46175360679626465,0.6617866456508636,67.90117756977673,63.926299068581514,0.2786929492891126,0.006810656231186032,-0.10737160796971483,1.0395142539447926,-1.6550962792283888,-111.7010583225668,2.1357504697944516,5,1762115127.9103022
0.5495449304580688,0.5195543169975281,-0.10904280096292496,0.9718042612075806,0.5294284820556641,0.591109573841095,-0.11691161245107651,0.9987583756446838,0.5080291032791138,0.5335634350776672,-0.014061303809285164,0.9935525059700012,0.4665842652320862,0.6820544004440308,-0.042165812104940414,0.9999852776527405,0.45754843950271606,0.6297511458396912,0.04196825996041298,0.9999080896377563,0.4210236072540283,0.6248724460601807,-0.24022872745990753,0.9858832955360413,0.4443187713623047,0.5160693526268005,-0.07114739716053009,0.4774051010608673,0.40477418899536133,0.7628750205039978,-0.2181849479675293,0.9051689505577087,0.41762614250183105,0.6364561319351196,-0.093791663646698,0.4743650555610657,0.44270819425582886,0.6049259901046753,-0.17225559055805206,0.607900857925415,0.44558802247047424,0.5871123671531677,-0.1274574100971222,0.14919111132621765,148.80148130109868,0.4620663523674011,0.655902773141861,67.1879406430447,57.73193617079204,0.23191209551496147,0.0039226269863579,-0.07379876557238806,-0.036223251418035604,0.42108905689035864,-110.39839198766406,2.6388961498103765,6,1762115127.9900308
0.549302875995636,0.519599437713623,-0.03051469288766384,0.9744564294815063,0.5358299016952515,0.5923475623130798,-0.023001622408628464,0.998818039894104,0.5077974796295166,0.521283745765686,0.05482666566967964,0.994166374206543,0.4698772430419922,0.6812384128570557,-0.04186158627271652,0.9999802708625793,0.4575917720794678,0.6278373003005981,0.041690848767757416,0.9999117851257324,0.431359201669693,0.5976266860961914,-0.2029629498720169,0.9805370569229126,0.43609634041786194,0.5160583257675171,-0.0689191073179245,0.48599711060523987,0.40565791726112366,0.686818540096283,-0.1820065677165985,0.889789879322052,0.40896424651145935,0.6367600560188293,-0.09416426718235016,0.4762437641620636,0.4661179482936859,0.6696791648864746,-0.07745791971683502,0.5552051663398743,0.443340927362442,0.5816611051559448,-0.009738143533468246,0.1527375727891922,149.27573714533855,0.46373450756073,0.6545378565788269,56.11814330392453,59.68334624479328,0.2279278104176201,0.020369054931746525,-0.016666351284865457,0.20081956138753035,0.6976169181738904,-111.52766203349728,2.198495968190927,7,1762115128.0719273
0.5498804450035095,0.5198667049407959,0.007488347589969635,0.9769388437271118,0.5361074209213257,0.5927314758300781,0.006225569639354944,0.9988510012626648,0.50352942943573,0.523525595664978,0.05190395191311836,0.9946817755699158,0.47070154547691345,0.6745027303695679,-0.026279831305146217,0.9999761581420898,0.4555845856666565,0.6256424188613892,0.02610030770301819,0.9999164938926697,0.4579532742500305,0.5794630646705627,-0.14677837491035461,0.9699319005012512,0.4399228096008301,0.5321482419967651,-0.06770322471857071,0.5030648708343506,0.40989333391189575,0.6350776553153992,-0.08230838924646378,0.8727535009384155,0.4193100333213806,0.6403380632400513,-0.07111436128616333,0.4866597652435303,0.4700228273868561,0.7161305546760559,-0.06568173319101334,0.5056224465370178,0.4274345934391022,0.5713103413581848,-0.021823592483997345,0.15464453399181366,148.34984365598785,0.463143065571785,0.6500725746154785,34.28252331124779,49.868196279125705,0.19818293132078998,-0.007030530402868115,-0.05307925576386232,-0.32570162640058814,-0.43284385752348614,-115.20825266458053,1.6505451321289057,8,1762115128.156052
0.5368478298187256,0.5381167531013489,-0.2716287076473236,0.9786944389343262,0.5213276147842407,0.6172258853912354,-0.2248501032590866,0.99887615442276,0.5003617405891418,0.5201975107192993,-0.17155492305755615,0.9952007532119751,0.45059290528297424,0.6609269380569458,-0.027396148070693016,0.9999756813049316,0.44272714853286743,0.6069549918174744,0.02705523744225502,0.9999204277992249,0.4675171375274658,0.6443954110145569,-0.13043442368507385,0.960533857345581,0.46002787351608276,0.5194759964942932,0.06650033593177795,0.4915640354156494,0.4787517189979553,0.7226240634918213,-0.06075268238782883,0.8474263548851013,0.4307253956794739,0.5761457085609436,0.12177316844463348,0.4627108573913574,0.42776528000831604,0.719896674156189,-0.2878321707248688,0.4866965711116791,0.38127511739730835,0.5358351469039917,-0.22070589661598206,0.22375069558620453,135.46247571479952,0.44666002690792084,0.6339409649372101,41.96640633135611,66.48687367395702,0.3322807179889444,-0.06854980243620698,-0.06708827655956412,-0.2558468756825706,-0.058260835726568976,-102.19300287644579,7.104041935637784,9,1762115128.3965056
