nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_z,left_hip_y,left_hip_z,left_hip_visibility,right_hip_z,left_knee_x,left_knee_z,left_knee_visibility,right_knee_x,right_knee_z,right_knee_visibility,left_ankle_z,left_ankle_visibility,right_ankle_z,right_ankle_visibility,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,trunk_lateral_inclination,center_mass_x,left_knee_angle,right_knee_angle,person_height,center_mass_velocity_x,center_mass_velocity_y,center_mass_acceleration_x,center_mass_acceleration_y,body_orientation,torso_leg_ratio,activity
1.6440175946779743,-1.2618652710318865,-0.26460129400458143,0.2569025684265061,0.5584776091085728,0.9822655433474595,-0.11665266109733373,0.9531795073381508,-1.1115928525500591,-0.5070023340498072,1.6395891909443747,0.2051070778812539,-1.6394844118707552,1.4094917762712078,1.5193716879987955,0.21080291654473002,1.5556442698099977,-0.2531636563523676,0.8089530411969958,0.5158078288681215,0.5491574972493187,-0.5427702666991397,0.9120716537626781,-0.654867428155654,0.9299615858091602,-1.8077687648936063,1.3262446187242058,-0.25814317486999355,-0.8606566104048737,0.97937838358111,-1.0081812229189242,2.3219827272520264,1.2864016256937152,1.2617934098145922,0.32147526443663405,-0.003670578159753832,-0.001698889322254647,-0.004514653943860991,-0.0076197760568815325,1.2112417590253812,-0.03969157395346664,0
1.6437734954111658,-1.2512025920464136,-0.1071262764337344,0.25654834620843464,0.543456680384941,1.3136816335590977,-0.18942425105269392,0.9483092004594005,-0.9629860670819674,-0.5147076614859192,1.7249104048766832,0.20395484879135484,-1.724405694604953,1.4455313350329588,1.5504519475201362,0.16740882525880538,1.5570355988725564,-0.30574566863008207,0.8065170702885609,0.5348457654789761,0.5158119023431894,-0.6213630557554684,0.91201738484563,-0.6605405848999585,1.227926330523751,-1.8100653977093937,1.3185571932378468,-0.2741240851698318,-1.1156245680546912,0.9810865953505565,-1.0068148681027511,2.357142818466502,1.3048385318968412,1.307570614188762,0.2531609685071908,0.4845005993186877,-0.08128157909058964,0.5779679257394855,-0.12448022389305595,1.2119815599403845,-0.03817197630750102,0
1.6435724724855587,-1.2372843706999035,-0.0959306060044278,0.25616969487185115,0.5062263544376006,1.322854857939648,-0.232268618513526,0.9481335206167494,-0.9774884252448435,-0.5161547721778078,1.7733449831809214,0.20354485659577282,-1.77265010115912,1.447151212169713,1.6375558131158887,0.12253070702710861,1.555239330754477,-0.2724715627572195,0.8044156553846922,0.6461885793056639,0.4866055812842771,-0.5298307438856791,0.911614584078862,-0.6609801208911544,1.1756609749805191,-1.8194418876727032,1.313801404593445,-0.27828427850750886,-1.155299017817401,0.9821893496764286,-1.005791037566793,2.35929350625217,1.3107671610789773,1.2467791480977368,0.27197835535320847,0.018873057669455934,0.001927719453822463,-0.4239585881418447,0.08462573558851187,1.2077824675095543,-0.036768082959926424,0
1.6422658234691134,-1.2257858511019022,-0.040172198237610125,0.25581547265373417,0.47323187811055334,1.376920022018685,-0.27990684888333234,0.9473577081729253,-0.8836178582640016,-0.5200458213224078,1.7755753437665291,0.20309347364647698,-1.774951031481344,1.439966198394081,1.6247235738327939,0.09248385933817758,1.5529239100011147,-0.28053448851125784,0.8024776785289657,0.5914199072438162,0.46720966858247803,-0.5768962791208734,0.9116939334515956,-0.6559795317545484,1.2751822147005945,-1.827993266425889,1.304002960692421,-0.2804588565459925,-1.078882109963609,0.983421816109306,-1.004660920439635,2.369583659886872,1.3264430972417467,1.2948861192123817,0.24387062928594053,0.12158923051736796,-0.03524526091355249,0.10293805788593002,-0.055476620499769834,1.1986035130257735,-0.036506135391532496,0
1.6394917070957373,-1.2215852957038733,-0.05823658119484472,0.2555101086726185,0.47001904855283305,1.3197377346536885,-0.31107321609850963,0.9252528240297189,-0.9230905059920388,-0.5250486556192423,1.7812358488470659,0.20294301266337839,-1.7806308395158055,1.465953854808657,1.634008148501712,0.08023739477943372,1.5371238703695862,-0.2705751671996072,0.8019909643415467,0.6051445317114645,0.46497189532587957,-0.564515318856738,0.9158441002353467,-0.6584502382454496,1.273158522693385,-1.8292999300676873,1.2811176019698007,-0.2883918480838496,-1.1450207929766956,0.9847207499262098,-1.0039604970181433,2.3723203056918143,1.3025155493272733,1.3096519993003397,0.2426461580849007,0.03666425690152972,-0.07137049771685838,-0.11208331928565073,-0.06393154727562184,1.1947771933298574,-0.036445514008350985,0
1.6354626333153577,-1.2213652288924162,-0.06993790876813319,0.2553024611654598,0.44853800359202467,1.2870084472318697,-0.326431100665977,0.9186782944437912,-0.9427360819907501,-0.5287447943078155,1.777945507769626,0.2029508433465126,-1.7773569999664252,1.4814254606993373,1.644034402143684,0.07999865885914008,1.527706441565552,-0.24616669585480105,0.8019698445937691,0.6073025675813429,0.46841847348164173,-0.5451953224747863,0.9194613073357458,-0.6582331229740325,1.283796496235793,-1.828770881921335,1.2651370326451479,-0.2887163991212638,-1.1035642215303636,0.9858547237809419,-1.0032010752567024,2.3735887938760794,1.298284560537393,1.320925523091563,0.24664630074719054,0.012357444492532682,-0.0344792085435223,-0.030908956856630827,0.0416799090033559,1.1796254498105696,-0.03485763823124889,0
1.6282688843347084,-1.2205880498034416,-0.08114518538294875,0.2551436718952796,0.44090040433276945,1.2995382170822178,-0.3570968033475775,0.9178358005998368,-0.9281668818127006,-0.5344751617150031,1.777026593435826,0.2027176008559853,-1.776518676515692,1.4887125870738478,1.6351369056876892,0.07566674000387834,1.5271324070802532,-0.25644287382935005,0.8012810528196597,0.6024648591361862,0.4659887301335109,-0.5749053848615006,0.9213784487200397,-0.6584930899437557,1.2895673611836738,-1.8278752518957773,1.2533185280357726,-0.2902526360609606,-1.0839095546210167,0.9869560681926073,-1.0030600634412195,2.3696293359017373,1.2911992461153456,1.3453159576645524,0.2439348468700454,-0.05226484530266714,-0.055117152449862476,-0.07267319843213339,-0.03440791349188051,1.1696034620514495,-0.035092949207681266,0
1.6281468347013042,-1.220391229486153,-0.08003923053289957,0.25496045350663293,0.4435536027064342,1.3074533563062942,-0.3945590270724593,0.9187231761554174,-0.9053868084906391,-0.5358077127919209,1.7760596949613157,0.20253302046779637,-1.7755326149971333,1.5134671564989366,1.6286453919592916,0.07560401227315816,1.5272021218627054,-0.260622550811772,0.8006621002114965,0.5675389588459444,0.4658901450413583,-0.5866733212945592,0.9224346385996242,-0.6608544225761235,1.300344086376444,-1.828088402806561,1.2478830554321034,-0.2930022806591066,-1.0719087490285153,0.9881752411486798,-1.002999049361898,2.3755150166744077,1.2858508829562283,1.3503292843815269,0.2350799037540047,0.06788989488012014,-0.00847463481681558,0.1210322693552586,0.05235729805106797,1.1665811424074033,-0.03632358675412818,0
1.6275408941684033,-1.2163220598292366,-0.08615705151562003,0.25489938071038704,0.42277001741662507,1.307925243881797,-0.42437360004693264,0.9343445764705666,-0.9090985062744353,-0.5380197475796045,1.7742503681517376,0.2022757265933537,-1.7737201211406153,1.4624711963226649,1.6183084483989838,0.07397229725252588,1.5350635760541345,-0.2606713281522791,0.8004357829142896,0.5433816002703029,0.4691636034418898,-0.5925994731179185,0.9241496228626465,-0.6594244001869398,1.2772844404672352,-1.8369388886011637,1.2487286622402505,-0.2886798118027224,-0.9571503326559214,0.9890622786009425,-1.0029801493403208,2.3660196256983657,1.3188150954259046,1.3543088886396566,0.2373000267682323,-0.0781236376951605,-0.012615258594287785,-0.10290476971128992,-0.011053475363225004,1.135468631362567,-0.03383753687273721,0
1.631314381657654,-1.210771084015676,-0.061403207117768935,0.2549360243881209,0.4254873773273153,1.3297651232292829,-0.4310199217301643,0.9405882637250783,-0.894252658791228,-0.5344087330493775,1.7734911003011367,0.20236633878391866,-1.7729971054501394,1.4438108924579152,1.615849109856079,0.06013567148632722,1.5436103117241369,-0.2389497668039787,0.8003378640836846,0.5437437124525385,0.4688039303584319,-0.5729672320539286,0.9278178557177192,-0.6437627166232086,1.2749353896662936,-1.8375716977315137,1.2426534870866828,-0.2814208878041103,-1.022473236465137,0.9900363279013845,-1.00270203600374,2.383850236872866,1.326028372442645,1.366919952270944,0.2314687700716364,0.18427429069720752,0.09050623479348288,0.23317666016790806,0.10733849648585826,1.1351405695774597,-0.03366856261348013,0
