0,1,2,3,4,accuracy,macro avg,weighted avg
0.9936305732484076,1.0,1.0,0.99,0.9818181818181818,0.9927623642943305,0.9930897510133179,0.9927799170626458
1.0,1.0,0.9945652173913043,0.9850746268656716,0.9878048780487805,0.9927623642943305,0.9934889444611514,0.9927623642943305
0.9968051118210862,1.0,0.997275204359673,0.9875311720698254,0.9848024316109423,0.9927623642943305,0.9932827839723053,0.9927642936266571
156.0,124.0,184.0,201.0,164.0,0.9927623642943305,829.0,829.0
